site_id,site_name,latitude,longitude,country,data_availability
US-ALQ,Allequash Creek Site,46.0308,-89.6067,USA,accessible data
US-AN1,Anaktuvuk River Severe Burn,68.99,-150.28,USA,accessible data
US-AN2,Anaktuvuk River Moderate Burn,68.95,-150.21,USA,accessible data
US-AN3,Anaktuvuk River Unburned,68.93,-150.27,USA,accessible data
US-AOL,Low Density Apple Orchard,43.2513,-85.7648,USA,no public data
US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,36.4267,-99.42,USA,accessible data
US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,36.6358,-99.5975,USA,accessible data
US-ARM,ARM Southern Great Plains site- Lamont,36.6058,-97.4888,USA,accessible data
US-ARb,ARM Southern Great Plains burn site- Lamont,35.5497,-98.0402,USA,accessible data
US-ARc,ARM Southern Great Plains control site- Lamont,35.5465,-98.04,USA,accessible data
US-ASH,USSL San Joaquin Valley Almond High Salinity,36.1697,-120.201,USA,accessible data
US-ASL,USSL San Joaquin Valley Almond Low Salinity,36.9466,-120.1024,USA,accessible data
US-ASM,USSL San Joaquin Valley Almond Medium Salinity,36.1777,-120.2026,USA,accessible data
US-ATQ,Atqasuk,70.4696,-157.4089,USA,accessible data
US-AUD,Audubon Research Ranch,31.5907,-110.5104,USA,accessible data
US-AV1,Arva AV1,34.4024,-91.6843,USA,no public data
US-AV2,Arva AV2,34.423,-91.6835,USA,no public data
US-AV3,Arva AV3,34.4158,-91.6795,USA,no public data
US-AV4,Arva AV4,34.4162,-91.6734,USA,no public data
US-AV5,Arva AV5,34.4233,-91.6832,USA,no public data
US-Akn,Savannah River Site,33.3825,-81.5653,USA,accessible data
US-BCM,Blue Cypress Marsh,27.6953,-80.7114,USA,no public data
US-BD4,Burdette Farm Rice Field - 4N,35.8139,-89.9862,USA,no public data
US-BD5,Burdette Farm Rice Field - Seagraves South,35.8105,-90.0194,USA,no public data
US-BD6,Burdette Farm Rice - Seagraves North,35.814,-90.0194,USA,no public data
US-BDA,Burdette Farm Rice Field - AWD,35.8089,-90.0327,USA,no public data
US-BDC,Burdette Farm Rice Field - conventional,35.8089,-90.0284,USA,no public data
US-BEO,Barrow Environmental Observatory (BEO) tower,71.281,-156.6123,USA,no public data
US-BES,Barrow-Bes (Biocomplexity Experiment South tower),71.2809,-156.5965,USA,no public data
US-BFS,Robert J. Bernard Biological Field Station,34.1131,-117.7118,USA,no public data
US-BGC,Big Chico Creek,39.8125,-121.8135,USA,no public data
US-BKG,Brookings,44.3453,-96.8362,USA,no public data
US-BLK,Black Hills,44.158,-103.65,USA,no public data
US-BLO,Blodgett Forest,38.8953,-120.6328,USA,accessible data
US-BMM,Bangtail Mountain Meadow,45.783,-110.7776,USA,accessible data
US-BN1,"Bonanza Creek, 1920 Burn site near Delta Junction",63.9198,-145.3782,USA,no public data
US-BN2,"Bonanza Creek, 1987 Burn site near Delta Junction",63.9198,-145.3782,USA,no public data
US-BN3,"Bonanza Creek, 1999 Burn site near Delta Junction",63.9227,-145.7442,USA,no public data
US-BNF,ARM Bankhead National Forest Site,34.3437,-87.3504,USA,no public data
US-BO1,Bondville,40.0062,-88.2904,USA,accessible data
US-BO2,Bondville (companion site),40.009,-88.29,USA,accessible data
US-BR1,Brooks Field Site 10- Ames,41.9749,-93.6906,USA,no public data
US-BR2,Brooks Field Site 1011- Ames,41.9757,-93.6925,USA,no public data
US-BR3,Brooks Field Site 11- Ames,41.9747,-93.6936,USA,no public data
US-BRG,Bayles Road Grassland Tower,39.2167,-86.5406,USA,accessible data
US-BRW,US-Brw,71.3225,-156.6092,USA,no public data
US-BSG,Burns Sagebrush,43.4712,-119.6909,USA,accessible data
US-BSM,Barnstable Great Marsh,41.7297,-70.3644,USA,no public data
US-BWA,INFLUX - NIST Turfgrass Site,39.1389,-77.2175,USA,accessible data
US-BWB,INFLUX - Montgomery County pasture site,39.1955,-77.4509,USA,accessible data
US-BWE,Clifton Park Turfgrass,39.317,-76.587,USA,no public data
US-BZB,Bonanza Creek Thermokarst Bog,64.6955,-148.3208,USA,accessible data
US-BZF,Bonanza Creek Rich Fen,64.7013,-148.3121,USA,accessible data
US-BZL,Goldstream Valley Thermokarst Lake,64.9194,-147.8222,USA,no public data
US-BZS,Bonanza Creek Black Spruce,64.6963,-148.3235,USA,accessible data
US-BZo,Bonanza Creek Old Thermokarst Bog,64.6936,-148.33,USA,accessible data
US-Bar,Bartlett Experimental Forest,44.0646,-71.2881,USA,accessible data
US-Bi1,Bouldin Island Alfalfa,38.0992,-121.4993,USA,accessible data
US-Bi2,Bouldin Island corn,38.1091,-121.5351,USA,accessible data
US-CAK,Council Alaska Tundra,64.8618,-163.7002,USA,accessible data
US-CAV,Canaan Valley,39.0633,-79.4208,USA,no public data
US-CC1,Coloma Corn 1,44.0732,-89.6787,USA,accessible data
US-CC2,Coloma Corn 2,44.1039,-89.6196,USA,accessible data
US-CF1,CAF-LTAR Cook East,46.7815,-117.0821,USA,accessible data
US-CF2,CAF-LTAR Cook West,46.784,-117.0908,USA,accessible data
US-CF3,CAF-LTAR Boyd North,46.7551,-117.1261,USA,accessible data
US-CF4,CAF-LTAR Boyd South,46.7518,-117.1285,USA,accessible data
US-CGG,Concord Grazed Grassland,37.938,-121.9761,USA,accessible data
US-CLF,Cole Farm,40.6366,-77.9424,USA,accessible data
US-CLN,Coles Farm North,42.4886,-93.5227,USA,no public data
US-CLS,Coles Farm South,42.4826,-93.5249,USA,no public data
US-CMW,Charleston Mesquite Woodland,31.6637,-110.1777,USA,accessible data
US-CN1,Coleman Cattle Farm,38.7466,-94.3967,USA,no public data
US-CN2,Parrot Farm,38.7554,-94.3963,USA,no public data
US-CPF,Cameron Peak,40.5855,-105.8696,USA,accessible data
US-CPK,Chimney Park,41.068,-106.1187,USA,accessible data
US-CRE,Clark Rice East,35.7635,-90.773,USA,no public data
US-CRK,Davy Crockett National Forest,31.4629,-95.3415,USA,accessible data
US-CRT,Curtice Walter-Berger cropland,41.6285,-83.3471,USA,accessible data
US-CRW,Clark Rice West,35.7635,-90.773,USA,no public data
US-CS2,Tri county school Pine Forest,44.1467,-89.5002,USA,accessible data
US-CS3,Central Sands Irrigated Agricultural Field,44.1394,-89.5727,USA,accessible data
US-CS4,Central Sands Irrigated Agricultural Field,44.1597,-89.5475,USA,accessible data
US-CS5,Central Sands Irrigated Agricultural Field,44.1095,-89.5377,USA,accessible data
US-CS7,Central Sands Forest,44.4375,-89.5443,USA,no public data
US-CS8,Central Sands Irrigated Agricultural Field,44.4338,-89.5364,USA,accessible data
US-CTN,Cottonwood,43.95,-101.8466,USA,no public data
US-CU1,UIC Plant Research Laboratory Chicago,41.8694,-87.6459,USA,accessible data
US-CU2,CSU Williams Science Center,41.7187,-87.6108,USA,no public data
US-CU3,Bernard Brommel Hall,41.9805,-87.7166,USA,no public data
US-CU4,Argonne Testbed for Multiscale Observational Science (ATMOS),41.7015,-87.9953,USA,accessible data
US-CWG,Coweeta Grassland,34.9682,-83.3951,USA,no public data
US-CX1,"Central Plains Experimental Range 1, Nunn, Colorado",40.833,-104.76,USA,no public data
US-CX2,"Central Plains Experimental Range 2, Nunn, Colorado",40.8402,-104.7672,USA,no public data
US-CZ1,"Sierra Critical Zone, Sierra Transect, Oak/Pine Woodland, San Joaquin Experimental Range",37.1088,-119.7313,USA,no public data
US-CZ2,"Sierra Critical Zone, Sierra Transect, Ponderosa Pine Forest, Soaproot Saddle",37.0311,-119.2566,USA,no public data
US-CZ3,"Sierra Critical Zone, Sierra Transect, Sierran Mixed Conifer, P301",37.0674,-119.1951,USA,no public data
US-CZ4,"Sierra Critical Zone, Sierra Transect, Subalpine Forest, Shorthair",37.0675,-118.9867,USA,no public data
US-CdM,Cedar Mesa,37.5241,-109.7471,USA,accessible data
US-Ced,Cedar Bridge,39.8379,-74.3791,USA,accessible data
US-ChR,Chestnut Ridge,35.9311,-84.3324,USA,accessible data
US-Cms,Central Marsh,71.3202,-156.6223,USA,accessible data
US-Cop,Corral Pocket,38.09,-109.39,USA,accessible data
US-Cst,Crossett Experimental Forest,33.0442,-91.9204,USA,accessible data
US-Cwt,Coweeta,35.0592,-83.4275,USA,accessible data
US-DBK,Berkeley Way West,37.8736,-122.2684,USA,accessible data
US-DCS,Dwarf Cypress Swamp,25.7626,-80.9078,USA,no public data
US-DEA,California UC ANR Desert Research and Extension Center Alfalfa,32.8136,-115.4423,USA,no public data
US-DEU,California UC ANR Desert Research and Extension Center Urban Farm Tower,32.8056,-115.4456,USA,no public data
US-DFC,"US Dairy Forage Research Center, Prairie du Sac",43.3448,-89.7117,USA,accessible data
US-DFK,Dairy Forage Research Center - Kernza,43.3453,-89.7154,USA,accessible data
US-DIA,Diablo,37.6773,-121.5296,USA,accessible data
US-DPP,Disney Wilderness Preserve Pine Flatwoods,28.1046,-81.419,USA,no public data
US-DPW,Disney Wilderness Preserve Wetland,28.0521,-81.4361,USA,accessible data
US-DS1,Staten Corn 1,38.1335,-121.539,USA,accessible data
US-DS2,Staten Corn 2,38.1375,-121.514,USA,accessible data
US-DS3,Staten Rice 1,38.1235,-121.549,USA,accessible data
US-DUF,Denver Urban Field Station,40.5678,-105.0809,USA,accessible data
US-Dix,Fort Dix,39.9712,-74.4346,USA,accessible data
US-Dk1,Duke Forest-open field,35.9712,-79.0934,USA,accessible data
US-Dk2,Duke Forest-hardwoods,35.9736,-79.1004,USA,accessible data
US-Dk3,Duke Forest - loblolly pine,35.9782,-79.0942,USA,accessible data
US-Dmg,Dutch Slough Marsh Gilbert Tract,38.0015,-121.6691,USA,accessible data
US-E32,ARM-SGP-Medford,36.819,-97.8199,USA,no public data
US-EA4,EAA Field Research Park Woodland,29.6633,-98.3816,USA,accessible data
US-EA5,Uvalde Ranch Mesquite Woodland,29.3584,-99.9576,USA,accessible data
US-EA6,Camp Wood Shield Ranch Oak Savannah,29.6561,-99.9588,USA,accessible data
US-EDN,Eden Landing Ecological Reserve,37.6156,-122.114,USA,accessible data
US-EKH,Elkhorn Slough Hester Marsh,36.8094,-121.7523,USA,accessible data
US-EKN,Elkhorn Slough North Marsh,36.8357,-121.7328,USA,accessible data
US-EKP,Elkhorn Slough Porter Marsh,36.8558,-121.7488,USA,accessible data
US-EKY,Elkhorn Slough Yampah Marsh,36.8105,-121.7487,USA,no public data
US-EML,"Eight Mile Lake Permafrost thaw gradient, Healy Alaska.",63.8784,-149.2536,USA,accessible data
US-EPM,Edwards Plateau Martin,30.8167,-99.8619,USA,no public data
US-Elm,Everglades (long hydroperiod marsh),25.5519,-80.7826,USA,accessible data
US-Esm,Everglades (short hydroperiod marsh),25.4379,-80.5946,USA,accessible data
US-EvM,Everglades Saltwater intrusion marsh,25.3539,-80.381,USA,accessible data
US-FBE,Bob Allen Key LTER East,25.0266,-80.6814,USA,no public data
US-FO2,Flux Observations of Carbon from an Airborne Laboratory (FOCAL) Campaign Site 2,70.0229,-148.6598,USA,accessible data
US-FPE,Fort Peck,48.3077,-105.1019,USA,no public data
US-FR1,Freeman Ranch- Grassland,29.93,-98.01,USA,no public data
US-FR2,Freeman Ranch- Mesquite Juniper,29.9495,-97.9962,USA,no public data
US-FR3,Freeman Ranch- Woodland,29.94,-97.99,USA,no public data
US-Fcr,Cascaden Ridge Fire Scar,65.3968,-148.9348,USA,accessible data
US-Fmf,Flagstaff - Managed Forest,35.1426,-111.7273,USA,accessible data
US-Fo1,Flux Observations of Carbon from an Airborne Laboratory (FOCAL) Campaign Site 1,70.085,-148.5671,USA,accessible data
US-Fuf,Flagstaff - Unmanaged Forest,35.089,-111.762,USA,accessible data
US-Fwf,Flagstaff - Wildfire,35.4454,-111.7718,USA,accessible data
US-GBT,GLEES Brooklyn Tower,41.3658,-106.2397,USA,accessible data
US-GCE,Georgia Coastal Ecosystems LTER Flux Tower,31.4441,-81.2835,USA,no public data
US-GL1,Stannard Rock,47.1835,-87.2251,USA,accessible data
US-GL2,Granite Island,46.7167,-87.4,USA,accessible data
US-GLE,GLEES,41.3665,-106.2399,USA,accessible data
US-GMF,Great Mountain Forest,41.9667,-73.2333,USA,no public data
US-GOO,Goodwin Creek,34.2547,-89.8735,USA,accessible data
US-GR8,Greenfield Rice Northeast 18,35.6647,-90.7153,USA,no public data
US-GR9,Greenfield Rice Northwest 19,35.6648,-90.7198,USA,no public data
US-GZ1,"Genesee, ID On-farm site Zone 1",46.5008,-116.8068,USA,no public data
US-GZ2,"Genesee, ID On-farm site Zone 2",46.4978,-116.8047,USA,no public data
US-GZ3,"Genesee, ID On-farm site Zone 3",46.4949,-116.8019,USA,no public data
US-HA2,Harvard Forest Hemlock Site,42.5393,-72.1779,USA,accessible data
US-HA3,Harvard Forest Beaver Swamp,42.539,-72.174,USA,accessible data
US-HB1,North Inlet Crab Haul Creek,33.3455,-79.1957,USA,accessible data
US-HB2,Hobcaw Barony Mature Longleaf Pine,33.3242,-79.244,USA,accessible data
US-HB3,Hobcaw Barony Longleaf Pine Restoration,33.3482,-79.2322,USA,accessible data
US-HB4,Minim Creek Brackish Impoundment,33.2015,-79.2975,USA,accessible data
US-HB5,Francis Marion National Forest Longleaf Pine Restoration,33.079,-79.538,USA,no public data
US-HB6,Loblolly rotation - well drained soils,33.4903,-79.4172,USA,no public data
US-HB7,Hobcaw Barony Ghost Forest,33.3472,-79.1985,USA,no public data
US-HBA,Climate Smart 1: Afforestation,33.5,-79.945,USA,no public data
US-HBB,Climate-Smart 2: Afforestation,34.037,-80.553,USA,no public data
US-HBK,Hubbard Brook Experimental Forest,43.9397,-71.7181,USA,accessible data
US-HN1,Hanford 300 Area,46.4089,-119.275,USA,no public data
US-HO1,Howland Forest (main tower),45.2041,-68.7402,USA,accessible data
US-HO3,Howland Forest (harvest site),45.2072,-68.725,USA,accessible data
US-HPY,Hawk Property,40.7692,-74.0853,USA,no public data
US-HRA,Humnoke Farm Rice Field – Field A,34.5852,-91.7517,USA,accessible data
US-HRC,Humnoke Farm Rice Field – Field C,34.5888,-91.7517,USA,accessible data
US-HRN,Humnoke Carr North Rice Field,34.5955,-91.7132,USA,no public data
US-HRO,Herring River Old County,41.9601,-70.0563,USA,no public data
US-HRP,Herring River Phragmites,41.938,-70.0552,USA,no public data
US-HRS,Humnoke Carr South Rice Field,34.5922,-91.7138,USA,no public data
US-HVA,Happy Valley,69.1423,-148.8412,USA,no public data
US-HVs,Happy Valley Wet Sedge Tundra,69.1672,-148.8569,USA,accessible data
US-HWB,USDA ARS Pasture Sytems and Watershed Management Research Unit- Hawbecker Site,40.8608,-77.8488,USA,accessible data
US-Ha1,Harvard Forest EMS Tower (HFR1),42.5378,-72.1715,USA,accessible data
US-Hn2,Hanford 100H grassland,46.6889,-119.4641,USA,accessible data
US-Hn3,Hanford 100H sagebrush,46.6878,-119.4614,USA,accessible data
US-Ho2,Howland Forest (west tower),45.2091,-68.747,USA,accessible data
US-Hsm,Hill Slough Marsh,38.2368,-122.0212,USA,accessible data
US-IAA,Iowa State University NW tower,42.0004,-93.7068,USA,no public data
US-IAB,Iowa State University NE tower,42.0001,-93.7016,USA,accessible data
US-IAC,Iowa State University SE tower,41.9984,-93.7016,USA,accessible data
US-IAM,Iowa State University Miscanthus,41.9994,-93.7042,USA,accessible data
US-IB1,Fermi National Accelerator Laboratory- Batavia (Agricultural site),41.8593,-88.2227,USA,accessible data
US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),41.8406,-88.241,USA,accessible data
US-ICh,Imnavait Creek Watershed Heath Tundra,68.6068,-149.2958,USA,accessible data
US-ICs,Imnavait Creek Watershed Wet Sedge Tundra,68.6058,-149.311,USA,accessible data
US-ICt,Imnavait Creek Watershed Tussock Tundra,68.6063,-149.3041,USA,accessible data
US-IL1,Paspalum notatum long rotational grazing,27.1879,-81.1996,USA,no public data
US-INA,INFLUX - Cemetery Turfgrass Tower,39.8273,-86.179,USA,accessible data
US-INB,INFLUX - Golf Course,39.8706,-86.0024,USA,accessible data
US-INC,INFLUX - Downtown Indianapolis (Site-3),39.7833,-86.1652,USA,accessible data
US-IND,INFLUX - Agricultural Site East near Pittsboro,39.8645,-86.5005,USA,accessible data
US-INE,INFLUX - Agricultural Site West near Pittsboro,39.8632,-86.5083,USA,accessible data
US-INF,INFLUX - East 21st St (Site 2),39.7978,-86.0183,USA,accessible data
US-ING,INFLUX - Wayne Twp Comm (Site-7),39.7739,-86.2724,USA,accessible data
US-INI,INFLUX - Agricultural Site East of Indianapolis (Site-9a),39.8167,-85.7005,USA,accessible data
US-INJ,INFLUX - Agricultural Site East of Indianapolis (Site-9b),39.8766,-85.7066,USA,accessible data
US-INN,INFLUX - Agricultural Site West of Indianapolis (Site-14a),39.9468,-86.788,USA,accessible data
US-INP,INFLUX - Agricultural Site West of Indianapolis (Site-14b),39.9477,-86.7821,USA,accessible data
US-IS1,Illinois SmartFarm - Pesotum Eddy Covariance Site,39.89,-88.21,USA,no public data
US-IS2,Illinois SmartFarm - Villa Grove Eddy Covariance Site,39.88,-88.15,USA,no public data
US-IS3,Illinois SmartFarm - Bondville Eddy Covariance Site,40.01,-88.29,USA,no public data
US-IVO,US-Ivo,68.4865,-155.7503,USA,accessible data
US-JFM,"Mitchell Creek: Jackson Demonstration State Forest, Intermediate Second-Growth Redwood",39.3757,-123.752,USA,no public data
US-JFP,"South Parlin: Jackson Demonstration State Forest, Young Second-Growth Redwood",39.3616,-123.6562,USA,no public data
US-JLN,Jackson Lane - natural,39.0574,-75.7531,USA,no public data
US-JLR,Jackson Lane - restored,39.0543,-75.7531,USA,no public data
US-JO2,Jornada Experimental Range Mixed Shrubland,32.5849,-106.6032,USA,accessible data
US-JO3,Jornada Experimental Range Red Lake Playa,32.7123,-106.8303,USA,no public data
US-JRN,WV Jacks Run,39.6789,-80.1646,USA,accessible data
US-JXG,Jornada Experimental Range Historic Grassland,32.5833,-106.8333,USA,no public data
US-JXN,Jornada Experimental Range Novel Grassy Shrubland,32.6335,-106.8334,USA,no public data
US-JXS,Jornada Experimental Range Shrubland,32.6502,-106.8334,USA,no public data
US-Jo1,Jornada Experimental Range Bajada Site,32.582,-106.635,USA,accessible data
US-KCM,KCMP Tall Tower,44.6886,-93.0728,USA,no public data
US-KEY,ARPAE-SMARTFARM-OK-Sorghum,36.905,-102.023,USA,no public data
US-KFB,Konza Prairie LTER (4B),39.0745,-96.5951,USA,no public data
US-KFS,Kansas Field Station,39.0561,-95.1907,USA,accessible data
US-KGF,Kingman Farm,43.1717,-70.9259,USA,no public data
US-KL1,KBS Lux Arbor Reserve Corn,42.4847,-85.4422,USA,accessible data
US-KL2,KBS Lux Arbor Reserve Switchgrass,42.4768,-85.4468,USA,accessible data
US-KL3,KBS Lux Arbor Reserve Prairie,42.4735,-85.4473,USA,accessible data
US-KLS,Kansas Land Institute,38.7745,-97.5684,USA,accessible data
US-KM1,KBS Marshall Farms Corn,42.4376,-85.3287,USA,accessible data
US-KM2,KBS Marshall Farms Prairie,42.4441,-85.3098,USA,accessible data
US-KM3,KBS Marshall Farms Switchgrass,42.4464,-85.3105,USA,accessible data
US-KM4,KBS Marshall Farms Smooth Brome Grass (Ref),42.4423,-85.3301,USA,accessible data
US-KPL,Lily Lake Fen,60.5382,-150.5061,USA,accessible data
US-KS1,Kennedy Space Center (slash pine),28.4583,-80.6709,USA,accessible data
US-KS2,Kennedy Space Center (scrub oak),28.6086,-80.6715,USA,accessible data
US-KS3,Kennedy Space Center (salt marsh),28.7084,-80.7427,USA,accessible data
US-KS4,Kennedy Space Center (Spartina marsh),28.6,-80.7207,USA,no public data
US-KSA,Kegonsa Solar Array,42.9572,-89.2924,USA,no public data
US-KSC,Kegonsa Solar - Control,42.9596,-89.2923,USA,no public data
US-KSP,Kegonsa Solar - Pretreatment,42.9572,-89.2924,USA,no public data
US-KUO,KUOM tower,44.9984,-93.1884,USA,no public data
US-KUT,KUOM Turfgrass Field,44.995,-93.1863,USA,accessible data
US-KYV,Apple Orchard ARS Kearneysville WV,39.3447,-77.8859,USA,no public data
US-Kon,Konza Prairie LTER (KNZ),39.0824,-96.5603,USA,accessible data
US-LA1,Pointe-aux-Chenes Brackish Marsh,29.5013,-90.4449,USA,accessible data
US-LA2,Salvador WMA Freshwater Marsh,29.8587,-90.2869,USA,accessible data
US-LA3,Barataria Bay Saline Marsh,29.4936,-89.9153,USA,accessible data
US-LCW,Los Cerritos Wetland,33.7522,-118.0971,USA,no public data
US-LGR,Lockney Grassland,34.1377,-101.4787,USA,no public data
US-LL1,Longleaf Pine - Baker (Mesic site),31.2792,-84.5329,USA,accessible data
US-LL2,Longleaf Pine - Dubignion (Intermediate site),31.201,-84.4449,USA,accessible data
US-LL3,Longleaf Pine - Red Dirt (Xeric site),31.2688,-84.4787,USA,accessible data
US-LMA,Mississippi ARS Arant ASP,33.7275,-90.485,USA,no public data
US-LMB,Mississippi ARS Arant Bau,33.7283,-90.473,USA,no public data
US-LMS,LMRB LTAR Schmidt Farm,34.1431,-90.6591,USA,no public data
US-LMW,Mississippi ARS Watts,34.1536,-90.6486,USA,no public data
US-LPH,Little Prospect Hill,42.5419,-72.185,USA,no public data
US-LS1,San Pedro River Lewis Springs Sacaton Grassland,31.5615,-110.1403,USA,accessible data
US-LS2,San Pedro River Lewis Springs Savanna,31.5659,-110.1344,USA,accessible data
US-LU1,Missouri-Moreau River Basin USDA Certified Organic Farm,38.5048,-92.2487,USA,no public data
US-LWW,Little Washita Watershed,34.9604,-97.9789,USA,accessible data
US-Lin,Lindcove Orange Orchard,36.3566,-119.0922,USA,accessible data
US-Los,Lost Creek,46.0827,-89.9792,USA,accessible data
US-MAC,MacArthur Agro-Ecology,27.1632,-81.1873,USA,no public data
US-MBP,Marcell Bog Lake Peatland,47.5051,-93.4893,USA,accessible data
US-MC1,"Creston, Montana pivot-irrigated spring wheat",48.1873,-114.1548,USA,accessible data
US-MC2,"Creston, Montana pivot-irrigated spring wheat 2",48.1802,-114.2051,USA,accessible data
US-MCP,"Moro Cojo Slough, PG&E Treatment Wetland",36.783,-121.769,USA,accessible data
US-ME2,Metolius mature ponderosa pine,44.4526,-121.5589,USA,accessible data
US-ME4,Metolius-old aged ponderosa pine,44.4992,-121.6224,USA,accessible data
US-ME5,Metolius-first young aged pine,44.4372,-121.5668,USA,accessible data
US-MEF,Manitou Experimental Forest,39.1006,-105.1024,USA,accessible data
US-MEN,"Lake Mendota, Center for Limnology Site",43.0772,-89.403,USA,accessible data
US-MFS,Moore Fields,43.1385,-70.961,USA,no public data
US-MG1,MPG Ranch Rangeland Restoration,46.6996,-114.0353,USA,no public data
US-MH1,"Huntley, Montana irrigated barley site 1",45.9206,-108.2414,USA,accessible data
US-MH2,"Huntley, Montana irrigated barley site 2",45.9699,-108.1978,USA,accessible data
US-MI1,LTAR UCB (Upper Chesapeake Bay) Miscanthus 1,41.7727,-80.6313,USA,accessible data
US-MI2,LTAR UCB (Upper Chesapeake Bay) Miscanthus 2,41.5479,-80.855,USA,accessible data
US-MI3,LTAR UCB (Upper Chesapeake Bay) Miscanthus 3,41.8222,-80.637,USA,accessible data
US-MJ1,Montana Judith Basin wheat field,46.9948,-109.6137,USA,accessible data
US-MJ2,Montana Judith Basin summer fallow field,46.9957,-109.6295,USA,accessible data
US-MKG,Maggie Creek Fall Grazed,40.9452,-116.1701,USA,no public data
US-MKH,Maggie Creek Hay Meadow,40.9882,-116.1633,USA,no public data
US-MKN,Maggie Creek Non-grazed,40.8941,-116.18,USA,no public data
US-MMS,Morgan Monroe State Forest,39.3232,-86.4131,USA,accessible data
US-MN1,"Morris: Corn-Soybean with Cover Crops, Strip Tillage",45.6168,-96.1269,USA,accessible data
US-MN2,"Morris: Corn-Soybean-Wheat with Cover Crops, Minimal Tillage",45.627,-96.1271,USA,accessible data
US-MN3,"Morris: Corn-Soybean, Conventional Tillage",45.6091,-96.1265,USA,accessible data
US-MOz,Missouri Ozark Site,38.7441,-92.2,USA,accessible data
US-MRF,Mary's River (Fir) site,44.6465,-123.5515,USA,no public data
US-MRM,Marsh Resource Meadowlands Mitigation Bank,40.8164,-74.0435,USA,no public data
US-MSR,Montana Sun River winter wheat,47.4758,-111.7207,USA,accessible data
US-MUR,Murphy's Pond,36.7436,-88.8545,USA,no public data
US-MVF,Montana Vaughn Fallow,47.6867,-111.4659,USA,accessible data
US-MVW,Montana Vaughn Wheat,47.6729,-111.4889,USA,accessible data
US-MWA,Jackson Agricultural Field,42.2143,-84.8539,USA,no public data
US-MWF,Kellogg Experimental Forest,42.366,-85.3526,USA,no public data
US-MWS,Michigan State University Campus Site - Spartans,42.7293,-84.4737,USA,no public data
US-MWU,Battle Creek Area Mathematics and Science Center,42.3228,-85.1871,USA,no public data
US-MWW,Allegan Wetland,42.6689,-86.0229,USA,no public data
US-MZA,"Hidden Marsh, Montezuma NWR",43.0441,-76.7897,USA,accessible data
US-Me1,Metolius - Eyerly burn,44.5794,-121.5,USA,accessible data
US-Me3,Metolius-second young aged pine,44.3154,-121.6078,USA,accessible data
US-Me6,Metolius Young Pine Burn,44.3233,-121.6078,USA,accessible data
US-Me7,Metolius Low Burn Severity Subcanopy,44.4534,-121.5619,USA,accessible data
US-Mo1,LTAR CMRB Field 1 (CMRB ASP),39.2298,-92.1167,USA,accessible data
US-Mo2,LTAR CMRB Tucker Prairie (CMRB TP),38.9488,-91.9945,USA,accessible data
US-Mo3,LTAR CMRB Field 3 (CMRB BAU),39.2322,-92.1493,USA,accessible data
US-Mpj,Mountainair Pinyon-Juniper Woodland,34.4385,-106.2377,USA,accessible data
US-MtB,Mt Bigelow,32.416,-110.7256,USA,accessible data
US-Myb,Mayberry Wetland,38.0499,-121.765,USA,accessible data
US-NC1,NC_Clearcut,35.8118,-76.7119,USA,accessible data
US-NC2,NC_Loblolly Plantation,35.803,-76.6685,USA,accessible data
US-NC3,NC_Clearcut#3,35.799,-76.656,USA,accessible data
US-NC4,NC_AlligatorRiver,35.7879,-75.9038,USA,accessible data
US-NC5,NC Butner Farm,36.1565,-78.7878,USA,accessible data
US-NE1,Mead - irrigated continuous maize site,41.1651,-96.4766,USA,accessible data
US-NE2,Mead - irrigated maize-soybean rotation site,41.1649,-96.4701,USA,accessible data
US-NE3,Mead - rainfed maize-soybean rotation site,41.1797,-96.4397,USA,accessible data
US-NGB,NGEE Arctic Barrow,71.28,-156.6092,USA,accessible data
US-NGC,NGEE Arctic Council,64.8618,-163.7002,USA,accessible data
US-NMJ,Northern Michigan Jack Pine Stand,46.6465,-88.5194,USA,accessible data
US-NP1,Business-As-Usual Management (mandanh5),46.7756,-100.951,USA,no public data
US-NP2,ASPirational Management (mandani2),46.7613,-100.9257,USA,no public data
US-NR1,Niwot Ridge Forest (LTER NWT1),40.0329,-105.5464,USA,accessible data
US-NR2,Niwot Ridge Forest (USGS site),40.0325,-105.5469,USA,no public data
US-NR3,Niwot Ridge Alpine (T-Van West),40.052,-105.5864,USA,accessible data
US-NR4,Niwot Ridge Alpine (T-Van East),40.052,-105.5859,USA,accessible data
US-NRF,Nisqually reference,47.0935,-122.6927,USA,no public data
US-NRS,Nisqually restoring,47.0936,-122.7079,USA,no public data
US-NSW,Newman Seasonal Wetlands,37.3091,-121.0042,USA,no public data
US-NSa,NASA HAQ - SJV East Irrigated Vineyard,36.6029,-119.5061,USA,accessible data
US-NSb,NASA HAQ - SJV West Irrigated Cotton,36.3354,-120.1183,USA,accessible data
US-OF1,Osceola Farm Rice Field - SW,35.7371,-90.0492,USA,no public data
US-OF2,Osceola Farm Rice Field - NW,35.7406,-90.0489,USA,no public data
US-OK1,ECB: Site A1 - North Field,41.5348,-84.8068,USA,no public data
US-OK2,ECB: Site A3 - South Field,41.766,-111.855,USA,no public data
US-ONA,Florida pine flatwoods,27.3836,-81.9509,USA,accessible data
