site_id,site_name,latitude,longitude,country,data_availability
CN-Ygk,Yingke Oasis Station,38.857139,100.410333,China,no public data
CN-Yuc,Yucheng,36.8287,116.5701,China,accessible data
CN-ZRS,Zoige Flux Research Station,33.104283,102.651466,China,no public data
CN-Zha,zhanjiang zhangjiangkou,23.906444,117.402806,China,no public data
CO-GV1,Guatavita Station 1,4.9139,-73.7365,Colombia,no public data
CO-GV2,Guatavita Station 2,4.9168,-73.7429,Colombia,no public data
CR-AqC,Aquiares Coffee-Flux,9.938369,-83.7289,Costa Rica,accessible data
CR-DOS,La Selva T2,10.4322,-84.0106,Costa Rica,no public data
CR-Fsc,Filadelfia sugar cane cropland,10.4189,-85.4732,Costa Rica,accessible data
CR-LSE,La Selva,10.4233,-84.0211,Costa Rica,no public data
CR-NMR,Nicoya melon-rice cropland,10.0829,-85.4694,Costa Rica,no public data
CR-SOC,Soltis Center,10.3827,-84.621,Costa Rica,accessible data
CZ-BK1,Bily Kriz forest,49.502075,18.536882,Czechia,accessible data
CZ-BK2,Bily Kriz grassland,49.49443,18.54285,Czechia,accessible data
CZ-KrP,Kresin u Pacova,49.573257,15.078773,Czechia,accessible data
CZ-LnG,Lanzhot Grassland,48.704224,16.926247,Czechia,accessible data
CZ-Lnz,Lanzhot,48.68155,16.946331,Czechia,accessible data
CZ-RAJ,Rajec,49.44372,16.696512,Czechia,accessible data
CZ-Stn,Stitna,49.035976,17.9699,Czechia,accessible data
CZ-Wet,Trebon (CZECHWET),49.02465,14.77035,Czechia,accessible data
D01,Duolun steppe,42.046667,116.283611,China,no public data
D02,Duolun cropland,42.013591,116.30127,China,no public data
DE-Akm,Anklam,53.86617,13.68342,Germany,accessible data
DE-Amv,Amtsvenn,52.1757,6.95537,Germany,accessible data
DE-Bay,Bayreuth,50.14194,11.86694,Germany,accessible data
DE-BeC,Berlin TU Campus Charlottenburg,52.512283,13.327855,Germany,no public data
DE-BeR,Berlin-Rothenburgstrasse,52.457233,13.315827,Germany,accessible data
DE-Bmb,Blumberg,53.19738524,14.11784115,Germany,no public data
DE-Bou,Bourtanger Moor,52.655284,7.183765,Germany,no public data
DE-Brs,Braunschweig,52.29663,10.44871,Germany,accessible data
DE-Dgw,Dagowsee,53.15141,13.054275,Germany,accessible data
DE-Dms,Dameswalde,52.81329338,13.27269694,Germany,no public data
DE-Etn,Ettenheim,48.268486,7.878243,Germany,accessible data
DE-Exb,Exelberg,48.2490180401971,16.2444925956449,Germany,no public data
DE-Fen,Fendt,47.832905,11.060701,Germany,accessible data
DE-Geb,Gebesee,51.09973,10.91463,Germany,accessible data
DE-Gri,Grillenburg,50.950005,13.512533,Germany,accessible data
DE-GsB,Grosses Bruch,52.029648,11.10478,Germany,accessible data
DE-Gwg,Graswang,47.570835,11.032604,Germany,accessible data
DE-Hai,Hainich,51.079212,10.452168,Germany,accessible data
DE-Har,Hartheim,47.93391,7.59814,Germany,accessible data
DE-Hbs,Heisenbergstrasse,51.96923,7.59588,Germany,no public data
DE-Hdn,Heydenhof,53.86825,13.268543,Germany,accessible data
DE-Hkb,Hakenberg,52.806796,12.840433,Germany,no public data
DE-Hmm,Himmelmoor,53.739807,9.848723,Germany,no public data
DE-HoH,Hohes Holz,52.08656,11.22235,Germany,accessible data
DE-Hte,Huetelmoor,54.210278,12.176111,Germany,accessible data
DE-Hzd,Hetzdorf,50.96381,13.48978,Germany,accessible data
DE-Kan,,53.784328,10.604899,Germany,no public data
DE-Kie,Kienhorst,52.97343,13.64393,Germany,no public data
DE-Kli,Klingenberg,50.893044,13.5223,Germany,accessible data
DE-Lkb,Lackenberg,49.09961667,13.30466667,Germany,accessible data
DE-Lnf,Leinefelde,51.328217,10.3678,Germany,accessible data
DE-Lue,Luenten,52.118,6.815,Germany,no public data
DE-Me2,Mehrstedt 2,51.275366,10.65555,Germany,accessible data
DE-Meh,Mehrstedt,51.27530556,10.65547222,Germany,accessible data
DE-Msr,Mooseurach,47.80918,11.456168,Germany,accessible data
DE-Obe,Oberbärenburg,50.7864,13.72168,Germany,accessible data
DE-Okd,Oberklenkendorf,53.412597,9.092467,Germany,no public data
DE-RbW,Rottenbuch West,47.72991,10.96898,Germany,accessible data
DE-Rns,Reinshof,51.494953,9.932118,Germany,accessible data
DE-RuC,Wustebach Clearcut,50.5031,6.336,Germany,accessible data
DE-RuM,Merzenhausen,50.929787,6.2969923,Germany,accessible data
DE-RuR,Rollesbroich,50.621914,6.304126,Germany,accessible data
DE-RuS,Selhausen Juelich,50.865906,6.4471445,Germany,accessible data
DE-RuW,Wustebach,50.50493,6.3309627,Germany,accessible data
DE-SbM,Sonnenberger Moor,51.764927,10.51799,Germany,accessible data
DE-Sch,,47.6,12.9666667,Germany,no public data
DE-Seh,Selhausen,50.8706233,6.44965306,Germany,accessible data
DE-SfN,Schechenfilz Nord,47.80639,11.3275,Germany,accessible data
DE-SfS,Schechenfilz Sued,47.80629,11.32757,Germany,accessible data
DE-Sng,,51.75813,9.59333,Germany,no public data
DE-Spw,Spreewald,51.89225,14.03369,Germany,accessible data
DE-Tha,Tharandt,50.962597,13.565333,Germany,accessible data
DE-UtM,Uchter Moor,52.5083,8.825833,Germany,accessible data
DE-Wet,Wetzstein,50.4535,11.45753333,Germany,accessible data
DE-Zrk,Zarnekow,53.875943,12.88901,Germany,accessible data
DFR,Dry Dipterocarp Forest Flux Ratchaburi,13.583333,99.5,Thailand,no public data
DK-Eng,Enghave,55.69052778,12.19175,Denmark,accessible data
DK-Fou,Foulum,56.4841995239257,9.58722019195556,Denmark,accessible data
DK-Gds,Gludsted Plantage,56.0737,9.3341,Denmark,accessible data
DK-Lva,DK-Lva,55.6833000183105,12.0832996368408,Denmark,accessible data
DK-MkA,,56.38131,10.39461,Denmark,no public data
DK-MkG,,56.38178,10.40312,Denmark,no public data
DK-MkR,,56.38179,10.4006,Denmark,no public data
DK-RCT,Risø Campus Tower,55.694101,12.088284,Denmark,accessible data
DK-RCW,Risø Campus Willow,55.680683,12.101398,Denmark,accessible data
DK-Ris,Risbyholm,55.53027778,12.09722222,Denmark,accessible data
DK-SVA,,57.23313,9.84435,Denmark,no public data
DK-SVG,,57.22988,9.83291,Denmark,no public data
DK-SVR,,57.23312,9.84462,Denmark,no public data
DK-SkA,,55.93777,8.44656,Denmark,no public data
DK-SkG,,55.94116,8.447355,Denmark,no public data
DK-Skj,Skjern,55.91273,8.40481,Denmark,accessible data
DK-Sor,DK-Sor,55.48587,11.644645,Denmark,accessible data
DK-Ulb,,56.2910278,8.42802778,Denmark,no public data
DK-Vng,Voulundgaard,56.037476,9.160709,Denmark,accessible data
DSX,Desert Steppe _ Xilingol Temperate Grassland Ecosystem Research Station,44.088889,113.574167,China,no public data
DTK,Dasan Station site,78.916667,11.933333,Norway,no public data
DTT,"Diverse land-cover site at Tak, Thailand",16.93806,99.429889,Thailand,no public data
DW7,Dongwu steppe,45.56,117.000278,China,no public data
EE-Aar,,58.31305,26.74388,Estonia,no public data
EE-Ag1,Agali-1,58.287669,27.283174,Estonia,no public data
EE-Ag2,Agali-2,58.289984,27.317972,Estonia,no public data
EE-Aga,,58.287472,27.283525,Estonia,no public data
EE-Hi1,,59.3505,27.1008,Estonia,no public data
EE-Hi2,,59.3519,27.1016,Estonia,no public data
EE-Jvs,Järvselja,58.274211,27.309952,Estonia,no public data
EE-Ka1,,59.1411,27.6531,Estonia,no public data
EE-Ka2,,59.1459,27.6636,Estonia,no public data
EE-Ka3,,59.1417,27.6778,Estonia,no public data
EE-Kru,Kauru,58.76435,26.113407,Estonia,no public data
EE-Ku1,,58.4736,25.2125,Estonia,no public data
EE-Ku2,,58.4744,25.2008,Estonia,no public data
EE-Lv1,,58.5727,24.3819,Estonia,no public data
EE-Lv2,,58.5719,24.3908,Estonia,no public data
EE-Lv3,,58.573,24.3858,Estonia,no public data
EE-Mam,,58.5791,24.4266,Estonia,no public data
EE-Pdv,,59.0866,26.3744,Estonia,no public data
EE-Ph1,,59.2658,27.6316,Estonia,no public data
EE-Ph2,,59.2659,27.6314,Estonia,no public data
EE-Pts,Pitsalu,58.562298,24.369932,Estonia,accessible data
EE-Rmb,Rumba,58.7179133662191,24.1343435507405,Estonia,no public data
EE-Rng,Ruhingu,57.913143,26.694048,Estonia,accessible data
EE-Rok,,58.245336,27.299731,Estonia,no public data
EE-San,,58.32704,26.21819,Estonia,no public data
EE-Snk,Siniküla,58.518579,26.295077,Estonia,no public data
EE-Stg,Soontaga Forest Station,58.023636,26.070753,Estonia,accessible data
EE-Vg1,,58.43507,25.23629,Estonia,no public data
EE-Vg2,,58.43662,25.23675,Estonia,no public data
EE-Vnd,Vanda,58.2825663830624,26.7221425000703,Estonia,no public data
ES-AP1,Almodóvar del Pinar 1,39.680985,-1.842411111,Spain,no public data
ES-AP2,Almodóvar del Pinar 2,39.677269843,-1.84830946,Spain,no public data
ES-Abr,Albuera,38.70184,-6.785881,Spain,accessible data
ES-AfM,Alfacada Marsh,40.6823,0.8379,Spain,no public data
ES-Agu,Aguamarga,36.939384,-2.034044,Spain,accessible data
ES-Amo,Amoladeras,36.833405,-2.2522173,Spain,accessible data
ES-CMb,Cuenca Las Majadas burned,40.258305811,-1.968060873,Spain,no public data
ES-CMu,Cuenca Las Majadas unburned,40.252069225,-1.964783374,Spain,no public data
ES-CPa,Cortes de Pallas,39.22417,-0.90305,Spain,accessible data
ES-Cnd,Conde,37.914997,-3.227659,Spain,accessible data
ES-Crg,Caroig,39.11926,-0.95852,Spain,accessible data
ES-Cst,Castellar,42.305014,2.033568,Spain,no public data
ES-Dnn,Doñana,36.995549,-6.513203,Spain,accessible data
ES-EBn,El Bonillo,38.937065993,-2.64402303,Spain,no public data
ES-ES1,El Saler (Valencia),39.34481,-0.31999,Spain,accessible data
ES-ES2,El Saler-Sueca (Valencia),39.27438,-0.31641,Spain,accessible data
ES-FcO,Finca Oran,38.823638,-1.85977,Spain,no public data
ES-FtD,FuenteDuque,36.99818,-6.434566,Spain,accessible data
ES-Gdn,Guadiana,37.91084,-3.228489,Spain,accessible data
ES-HdD,Hinojosa del Duque,38.49679,-5.111296,Spain,accessible data
ES-HeB,Hellín Burnt,38.40475,-1.726215,Spain,accessible data
ES-Hen,Hellin,38.411087,-1.697534,Spain,accessible data
ES-LBr,La Bertolina,42.098889,1.661389,Spain,no public data
ES-LJu,Llano de los Juanes,36.926594,-2.752115,Spain,accessible data
ES-LM1,Majadas del Tietar North,39.94269,-5.778683,Spain,accessible data
ES-LM2,Majadas del Tietar South,39.934593,-5.775881,Spain,accessible data
ES-LMa,Las Majadas de Tietar (Caceres),39.94033,-5.77465,Spain,accessible data
ES-LTs,Las Tiesas Experimental Farm,39.042395,-2.089033,Spain,no public data
ES-LgS,Laguna Seca,37.097936,-2.965833,Spain,accessible data
ES-Ln1,Lanjaron-Non intervention,36.972098,-3.473851,Spain,accessible data
ES-Ln2,Lanjaron-Salvage logging,36.969502,-3.475819,Spain,accessible data
ES-Mcd,Moncada,39.58819,-0.39969,Spain,accessible data
ES-Mr1,Mairena1,37.04903,-3.05217,Spain,no public data
ES-Mr2,Mairena2,37.05347,-3.05732,Spain,no public data
ES-MtB,MonteBlanco,37.02020645,-6.554403305,Spain,accessible data
ES-MtN,MonteNegro,36.991805,-6.482628,Spain,accessible data
ES-Mzn,Manzanera,40.089497,-0.827409,Spain,accessible data
ES-PRt,,42.063333,1.513333,Spain,no public data
ES-Pdu,Padul,37.016975,-3.609228,Spain,accessible data
ES-Pzb,Pozoblanco,38.362118,-4.767329,Spain,accessible data
ES-QdM,,39.4269051,-4.1171712,Spain,no public data
ES-ReV,Riet Vell,40.6635,0.76719,Spain,no public data
ES-SCf,Santa Clotilde forest,38.210142,-4.287495,Spain,no public data
ES-SCg,Santa Clotilde grassland,38.210163,-4.289965,Spain,no public data
ES-Srn,Sarrion,40.15,-0.838,Spain,no public data
ES-Tol,,39.8600472,-4.0300639,Spain,no public data
ES-Tz2,Tarazona de la Mancha 2,39.263688,-1.939085,Spain,no public data
ES-TzM,Tarazona de la Mancha,39.265785,-1.9397246,Spain,accessible data
ES-VDA,Vall d' Alinyà (Lleida),42.15111,1.44738,Spain,accessible data
ES-Yst,Yeste,38.3351,-2.3571,Spain,accessible data
ES-Zam,,42.9325,-2.8530556,Spain,no public data
FFA,Fujisaki Farm Apple Orchard,40.654722,140.485278,Japan,no public data
FI-Alk,Alkkia,62.183367,22.784233,Finland,accessible data
FI-Ant,Anttila,63.16347,27.234991,Finland,accessible data
FI-HTr,Helsinki Torni Hotel,60.16789,24.93845,Finland,no public data
FI-Hy2,Hyytiala Clear Cut,61.84385,24.30433333,Finland,no public data
FI-Hyy,Hyytiala,61.84741,24.29477,Finland,accessible data
FI-Jo2,,60.89903,23.5128,Finland,no public data
FI-Jo3,,60.8988,23.5131,Finland,no public data
FI-Jok,Jokioinen,60.8986,23.51345,Finland,accessible data
FI-Kaa,Kaamanen,69.14057,27.26985,Finland,accessible data
FI-Ken,Kenttarova,67.98721,24.24301,Finland,accessible data
FI-Kmp,Kumpula,60.20289,24.9611,Finland,accessible data
FI-Kns,Kalevansuo,60.64683333,24.356167,Finland,accessible data
FI-Kpv,Kilpisjarvi,69.062777778,20.797638889,Finland,no public data
FI-Kvr,Kuivajarvi,61.84662,24.2804,Finland,accessible data
FI-Let,Lettosuo,60.64183,23.95952,Finland,accessible data
FI-Lom,Lompolojankka,67.99724,24.209179,Finland,accessible data
FI-Nsv,Naarasneva,62.8639,24.08382,Finland,accessible data
FI-Ouk,Oulanka,66.377517337,29.307680688,Finland,no public data
FI-Pap,Pappilansuo,63.13806,27.246117,Finland,accessible data
FI-Qvd,Qvidja,60.295242,22.391607,Finland,accessible data
FI-Rk1,Ranskalankorpi clearcut,61.182877,25.269511,Finland,no public data
FI-Rk2,Ranskalankorpi,61.182884,25.262684,Finland,accessible data
FI-Ruk,Ruukki,64.68398,25.106318,Finland,accessible data
FI-Sar,Särkisuo,63.15143,27.199064,Finland,accessible data
FI-Si2,Siikaneva-2 Bog,61.8372,24.1967,Finland,accessible data
FI-Sii,Siikaneva,61.83265,24.19285,Finland,accessible data
FI-Skj,Siikajoki,64.7807,24.6515,Finland,no public data
FI-Sod,Sodankyla,67.36239,26.63859,Finland,accessible data
FI-Tvm,Tvärminne,59.8418,23.2503,Finland,accessible data
FI-Var,Varrio,67.7549,29.61,Finland,accessible data
FI-Ves,,61.3716,25.1055,Finland,no public data
FR-Aur,FR-Aur,43.54965,1.106103,France,accessible data
FR-Avi,Avignon,43.91608333,4.878055556,France,accessible data
FR-Bil,Bilos,44.493652,-0.956092,France,accessible data
FR-CLt,Col du Lautaret,45.0414,6.41053,France,accessible data
FR-Cou,,44.7555556,-0.5555556,France,no public data
FR-EM1,Estrées-Mons A27,49.8721083,3.02065,France,no public data
FR-EM2,Estrees-Mons A28,49.87211,3.02065,France,accessible data
FR-FBn,Font-Blanche,43.24079,5.67865,France,accessible data
FR-Fgs,,48.38,-1.18,France,no public data
FR-Fon,Fontainebleau-Barbeau,48.476357,2.780096,France,accessible data
FR-Gri,Grignon,48.84422,1.95191,France,accessible data
FR-Hes,FR-Hes,48.6741,7.06465,France,accessible data
FR-LBr,Le Bray,44.71711,-0.7693,France,accessible data
FR-LGt,La Guette,47.322918,2.284102,France,accessible data
FR-Lam,Lamasquere,43.496437,1.237878,France,accessible data
FR-Lq1,Laqueuille intensive,45.64305556,2.735833333,France,accessible data
FR-Lq2,Laqueuille extensive,45.63919444,2.737027778,France,accessible data
FR-Lqu,Laqueuille,45.6444,2.7349,France,accessible data
FR-Lus,Lusignan,46.414246,0.1206518,France,accessible data
FR-Mau,Mauzac,43.385,1.29306,France,accessible data
FR-Mej,Mejusseaume,48.1184,-1.79635,France,accessible data
FR-MsS,Montiers sur Saulx,48.53816,5.31187,France,no public data
FR-Nzn,Naizin,48.005814,-2.81721,France,accessible data
FR-OnV,,48.50846,5.213463,France,no public data
FR-Pue,Puechabon,43.7413,3.5957,France,accessible data
FR-Rpn,Rampillon,48.53863,3.062948,France,no public data
FR-Ruy,Rully,46.866525,4.745622,France,no public data
FR-Sac,Saclay,48.7227,2.142,France,no public data
FR-Srt,Sirta,48.71779,2.20842,France,no public data
FR-Tou,Toulouse,43.572857,1.37474,France,accessible data
FR-Trs,Terrasolis,49.31138,4.040807,France,no public data
GBK,Gimje Soybean Field,35.750917,126.81375,South Korea,no public data
GF-Cpg,Carpagg,5.35325,-53.00432,French Guiana,no public data
GF-Guy,Guyaflux (French Guiana),5.2787,-52.9248,French Guiana,accessible data
GF-Nrg,,4.0423,-52.67495,French Guiana,no public data
GH-Ank,Ankasa,5.268543,-2.694206,Ghana,accessible data
GH-Kyr,Kayoro,10.918,-1.321,Ghana,no public data
GL-Dsk,Disko,69.25349,-53.51413,Greenland,accessible data
GL-Kbf,,64.1382,-51.3784,Greenland,no public data
GL-NuF,Nuuk Fen,64.130936,-51.386066,Greenland,accessible data
GL-NuH,Nuuk Heath,64.1382,-51.3784,Greenland,no public data
GL-ZaF,Zackenberg Fen,74.48152,-20.555773,Greenland,accessible data
GL-ZaH,Zackenberg Heath,74.4733,-20.550869,Greenland,accessible data
GR-HeK,Heraklion Kornarou,35.33613,25.1328,Greece,accessible data
GR-HeM,Heraklion Mastabas,35.32343,25.13017,Greece,accessible data
GR-Prt,Pertouli,39.5434,21.4989,Greece,no public data
GR-Vcs,Vocals,40.889737,24.84893,Greece,accessible data
HCH,Hachihama Experimental Farm,34.533333,133.933333,Japan,no public data
HFK,Haenam Farmland,34.553888,127.57,South Korea,no public data
HFS,Haldwani Forest Plantation,29.149319,79.421103,India,no public data
HK-MPM,Mai Po Mangrove,22.4982,114.0292,Hong Kong SAR China,no public data
HR-Jst,Jastrebarsko oak forest,45.6194,15.6877,Croatia,no public data
HRK,Hari Rural Rice Paddy,37.546211,126.326981,South Korea,no public data
HU-Bug,HU-Bug,46.6911010742187,19.6012992858886,Hungary,accessible data
HU-He1,Hegyhatsal,46.955947,16.652025,Hungary,accessible data
HU-He2,Hegyhatsal tower 2,46.95515,16.652661,Hungary,no public data
HU-Krt,Kartal,47.662,19.529,Hungary,no public data
HU-Mat,HU-Mat,47.8469009399414,19.7259998321533,Hungary,accessible data
HU-Spr,Sopron,47.6558725,16.4544737,Hungary,no public data
ID-Buk,,-0.861389,117.044722,Indonesia,no public data
ID-DTP,Degraded Tropical Peatland,0.69949138,102.793305,Indonesia,no public data
ID-ITP,Intact Tropical Peatland,0.39520416,102.76455,Indonesia,no public data
ID-JOP,Jambi Oil Palm plantation,-1.69306,103.39139,Indonesia,accessible data
ID-Kan,,1,101.266667,Indonesia,no public data
ID-PaB,Palangkaraya Drained Burnt forest,-2.340796,114.0379,Indonesia,accessible data
ID-PaD,Palangkaraya Drained forest,-2.3460708,114.03641,Indonesia,accessible data
ID-Pag,Palangkaraya undrained forest,-2.3239167,113.90439,Indonesia,accessible data
IE-CLa,,52.95,-7.25,Ireland,no public data
IE-Ca1,Carlow crop,52.85879167,-6.918136111,Ireland,accessible data
IE-Ca2,Carlow grassland,52.86758,-6.91117,Ireland,accessible data
IE-CaC,Carlow Conventional Tillage,52.85879,-6.918136,Ireland,accessible data
IE-CaN,Carlow No Tillage,52.85879,-6.918136,Ireland,accessible data
IE-Cra,Clara Raised Bog,53.32308,-7.64177,Ireland,accessible data
IE-Dgm,Donoughmore,51.986179,-8.753931,Ireland,accessible data
IE-Doa,Dooary,52.948732,-7.253945,Ireland,no public data
IE-Dri,Dripsey,51.9866944,-8.75180556,Ireland,accessible data
IE-Dyy,Doory,53.314,-7.606,Ireland,no public data
IE-Gwr,Gowran,52.6365,-7.011306,Ireland,accessible data
IE-JtC,Johnstown Castle,52.298188,-6.499806,Ireland,no public data
IE-Kil,Killorglin - Glencar,51.96836111,-9.900305556,Ireland,accessible data
IE-LmW,Leam West,53.45647,-9.89284,Ireland,no public data
IE-Wex,,52.2981944,-6.4997778,Ireland,no public data
IFS,IARI Flux Site,28.643839,77.152712,India,no public data
IL-RmH,Ramat Hanadiv,32.5555,34.947285,Israel,accessible data
IL-Yat,IL-Yat,31.345045,35.051987,Israel,accessible data
IN-Bet,,21.863011,77.426019,India,no public data
IN-Brk,,30.110682,78.20343,India,no public data
IN-CRR,Central Rice Research Institute (CRRI),20.45188333,85.94026667,India,no public data
IN-Hdw,,29.149319,79.421103,India,no public data
IN-IAR,,28.643839,77.152712,India,no public data
IRI,IRRI Flux Research Site,14.14119,121.26526,Philippines,no public data
IS-Gun,Gunnarsholt,63.8333015441894,-20.2166996002197,Iceland,accessible data
IT-Amp,Amplero,41.90409927,13.60515669,Italy,accessible data
IT-Arz,Arzelle,45.61902,10.00228,Italy,accessible data
IT-BCi,Borgo Cioffi,40.52375,14.957444,Italy,accessible data
IT-BFt,Bosco Fontana,45.197754,10.741966,Italy,accessible data
IT-Be1,Beano1,46.00361,13.02556,Italy,accessible data
IT-Be2,IT-Be2,46.00431,13.02776,Italy,accessible data
IT-Bon,IT-Bon,39.47777778,16.53472222,Italy,accessible data
IT-BsB,Bussoleno Bosco,45.11823,7.161995,Italy,accessible data
IT-Bsn,Bussoleno,45.11924,7.160429,Italy,accessible data
IT-CA1,Castel d'Asso1,42.38041,12.026561,Italy,accessible data
IT-CA2,Castel d'Asso2,42.37722,12.026039,Italy,accessible data
IT-CA3,Castel d'Asso3,42.38,12.0222,Italy,accessible data
IT-Cas,Castellaro,45.07004722,8.717522222,Italy,accessible data
IT-CdD,,42.950231,12.381827,Italy,no public data
IT-Cng,,44.71,11.53,Italy,no public data
IT-Col,Collelongo,41.84936,13.58814,Italy,accessible data
IT-Cp2,Castelporziano2,41.704266,12.357293,Italy,accessible data
IT-Cp3,Castelporziano3,41.743778,12.420833,Italy,no public data
IT-Cp4,Castelporziano4,41.711111,12.402222,Italy,no public data
IT-Cp5,Castelporziano5,41.707333,12.402222,Italy,no public data
IT-Cpz,Castelporziano,41.7052493,12.3761058,Italy,accessible data
IT-Ctv,Castelvetrano,37.64416,12.84638,Italy,accessible data
IT-Gln,,40.9471167,14.1170889,Italy,no public data
IT-Isp,Ispra ABC-IS,45.812643,8.633579,Italy,accessible data
IT-LMa,La Mandria,45.15258,7.58259,Italy,accessible data
IT-La2,Lavarone2,45.9542,11.2853,Italy,accessible data
IT-Lav,Lavarone,45.9562,11.28132,Italy,accessible data
IT-Lec,Lecceto,43.30359,11.26975,Italy,accessible data
IT-Lpd,Lampedusa,35.5252,12.5365,Italy,no public data
IT-Lsn,Lison,45.740482,12.750297,Italy,accessible data
IT-MBo,Monte Bondone,46.01468,11.045831,Italy,accessible data
IT-MPn,,41.1073,14.7416,Italy,no public data
IT-Mal,Malga Arpaco,46.11402,11.70334,Italy,accessible data
IT-Mrs,Marsciano,42.927225,12.3651,Italy,no public data
IT-MsN,,39.71472,16.27806,Italy,no public data
IT-MtM,Muntatschinig Meadow,46.68702,10.579757,Italy,accessible data
IT-MtP,Muntatschinig Pasture,46.684284,10.585237,Italy,accessible data
IT-Neg,Negrisia - Ponte di Piave,45.74756389,12.44673056,Italy,accessible data
IT-NiG,Nivolet grassland,45.51919,7.171434,Italy,accessible data
IT-Niv,Nivolet,45.49091,7.13943,Italy,accessible data
IT-Noe,Arca di Noe - Le Prigionette,40.606174,8.151694,Italy,accessible data
IT-Non,Nonantola,44.69019,11.09109,Italy,accessible data
IT-OVr,Osservatorio Valerio,43.912014,12.904041,Italy,no public data
IT-OXm,Osservatorio Ximeniano Firenze,43.774464,11.255111,Italy,accessible data
IT-PCm,Parco Urbano di Capodimonte,40.87728,14.2559,Italy,accessible data
IT-PT1,Parco Ticino forest,45.20087222,9.061038889,Italy,accessible data
IT-Pia,Pianosa,42.5838694,10.0784,Italy,accessible data
IT-Prt,Palazzo Pretorio Prato,43.880556,11.096528,Italy,accessible data
IT-Ren,IT-Ren,46.58686,11.43369,Italy,accessible data
IT-Ro1,Roccarespampani 1,42.40812,11.93001,Italy,accessible data
IT-Ro2,Roccarespampani 2,42.39026,11.92093,Italy,accessible data
IT-Ro3,Roccarespampani 3,42.37539,11.91542,Italy,accessible data
IT-Ro4,Roccarespampani 4,42.37333,11.91922,Italy,accessible data
IT-Rut,Rutigliano,40.993753,17.03274,Italy,no public data
IT-SMc,San Marcellino,40.84725555,14.25781666,Italy,no public data
IT-SPC,San Pietro Capofiume,44.653869,11.62277,Italy,accessible data
IT-SR2,San Rossore 2,43.73202,10.29091,Italy,accessible data
IT-SRo,San Rossore,43.72786111,10.28444444,Italy,accessible data
IT-Sas,Sassari,40.716957,8.575956,Italy,accessible data
IT-Ter,,40.7037778,9.39816667,Italy,no public data
IT-To1,Tolfa wet,42.18967363,11.92155414,Italy,accessible data
IT-To2,Tolfa dry,42.18967363,11.92155414,Italy,accessible data
IT-Tol,Tolfa,42.18967,11.92155,Italy,accessible data
IT-Tor,Torgnon,45.84444,7.578055,Italy,accessible data
IT-TrF,Torgnon-LD,45.82376,7.56089,Italy,accessible data
IT-TrS,Torgnon Shrubland,45.844818,7.578673,Italy,no public data
IT-VdA,Valle dell'Adige,46.19678,11.11354,Italy,accessible data
IT-Vig,Vigevano,45.29591,8.87554,Italy,accessible data
IT-Vte,Viote,46.01773,11.04096,Italy,no public data
JAS,Jinzhou Agricultural Ecosystem Research Station,41.816667,121.2,China,no public data
JP-Aka,,43.116667,144.366667,Japan,no public data
JP-Ako,Akou green belt,34.735192,134.374798,Japan,accessible data
JP-Aou,,34.7863,134.371,Japan,no public data
JP-Api,Appi forest meteorology research site,40.001358,140.93658,Japan,accessible data
JP-App,,40.022356,140.939255,Japan,no public data
JP-BBY,Bibai bog,43.322998,141.81065,Japan,accessible data
JP-Bre,,42.4,142.46667,Japan,no public data
JP-CFK,Cheongmicheon Farmland Site,37.15979,127.652729,Japan,no public data
JP-Das,,78.916667,11.933333,Japan,no public data
JP-Fhk,Fuji Hokuroku Flux Observation Site,35.443554,138.7647,Japan,accessible data
JP-Fjy,Fujiyoshida forest meteorology research site,35.45454,138.76225,Japan,accessible data
JP-Fmt,Field Museum Tama Hills,35.638744,139.37975,Japan,accessible data
JP-Fsk,,40.654722,140.485278,Japan,no public data
JP-Fuj,,35.45454,138.76225,Japan,no public data
JP-GRK,Gimje Rice Paddy,35.745328,126.852522,Japan,no public data
JP-HEF,Hitsujigaoka Experimental Forest,42.989997,141.387475,Japan,no public data
JP-Hac,,34.533333,133.933333,Japan,no public data
JP-Hc1,Hachihama Experimental Farm: the International Rice Experiment,34.537892,133.926797,Japan,accessible data
JP-Hc2,Hachihama Experimental Farm,34.537518,133.92755,Japan,accessible data
JP-Hc3,Hachihama Experimental Farm: Double Crop,34.539673,133.91173,Japan,accessible data
JP-Hit,,42.986836,141.385288,Japan,no public data
JP-Hok,,42.694076,141.583128,Japan,no public data
JP-Hrt,Hiratsuka Rice Paddy,35.362778,139.338056,Japan,accessible data
JP-IZM,Oizumi Urban Park,34.563469,135.533483,Japan,no public data
JP-KEW,Kiryu Experiment Watershed,34.963611,135.994444,Japan,no public data
JP-KaL,Koshin Lake Kasumigaura,36.037778,140.404167,Japan,accessible data
JP-KaP,Kasumigaura lotus paddy,36.08313,140.24033,Japan,accessible data
JP-Kah,,33.137028,130.709528,Japan,no public data
JP-Kar,,36.4,138.583333,Japan,no public data
JP-Kgu,Kugahara urban residential area,35.582859,139.693543,Japan,accessible data
JP-Khw,Kahoku Experiment watershed,33.13658,130.70834,Japan,accessible data
JP-Km1,Kushiro Mire: Onnenai Fen,43.107511,144.330906,Japan,accessible data
JP-Km2,Kushiro Mire: Akanuma Bog,43.1,144.35,Japan,accessible data
JP-Kob,,31.966667,130.933333,Japan,no public data
JP-Kwa,,35.870073,139.489599,Japan,no public data
